benchmark,puzzle_index,algorithm,heuristic,found,cost,expanded,generated,max_frontier,max_closed,runtime_s
hardest.txt,2,astar,zero,True,55.0,614,613,25,613,0.051499252003850415
hardest.txt,2,astar,empty,True,55.0,614,613,25,613,0.05316531300195493
hardest.txt,2,sat,,True,,,,,,0.0068608449946623296
hardest.txt,3,astar,zero,True,57.0,2195,2194,138,2194,0.20960884399391944
hardest.txt,3,astar,empty,True,57.0,2195,2194,138,2194,0.21648198099865112
hardest.txt,3,sat,,True,,,,,,0.006816915003582835
hardest.txt,4,astar,zero,True,59.0,79,78,3,78,0.006340738000290003
hardest.txt,4,astar,empty,True,59.0,79,78,3,78,0.006506469995656516
hardest.txt,4,sat,,True,,,,,,0.006734782000421546
hardest.txt,5,astar,zero,True,58.0,2232,2231,93,2231,0.1942582499978016
hardest.txt,5,astar,empty,True,58.0,2232,2231,93,2231,0.20037032799882581
hardest.txt,5,sat,,True,,,,,,0.0069974540019757114
hardest.txt,6,astar,zero,True,53.0,186,185,7,185,0.0162053800013382
hardest.txt,6,astar,empty,True,53.0,186,185,7,185,0.016703138004231732
hardest.txt,6,sat,,True,,,,,,0.006766209000488743
hardest.txt,7,astar,zero,True,53.0,267,266,13,266,0.02072193700587377
hardest.txt,7,astar,empty,True,53.0,267,266,13,266,0.02149493899923982
hardest.txt,7,sat,,True,,,,,,0.006769701998564415
hardest.txt,8,astar,zero,True,57.0,227,226,13,226,0.024311982000654098
hardest.txt,8,astar,empty,True,57.0,227,226,13,226,0.024962691000837367
hardest.txt,8,sat,,True,,,,,,0.006855886000266764
hardest.txt,9,astar,zero,True,53.0,612,611,56,611,0.059294291997503024
hardest.txt,9,astar,empty,True,53.0,612,611,56,611,0.06110268900374649
hardest.txt,9,sat,,True,,,,,,0.006954989999940153
hardest.txt,10,astar,zero,True,59.0,1206,1205,39,1205,0.11170245699759107
hardest.txt,10,astar,empty,True,59.0,1206,1205,39,1205,0.11500999399868306
hardest.txt,10,sat,,True,,,,,,0.006886545997986104
